Country,Indicator,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012
Albania,Category1,0,0,0,0,0,0,0,0,44.3,0,0,0,0
Albania,Category2,0,0,0,0,0,0,0,0,44.3,0,0,0,0
Albania,Category3,0,0,0,0,0,0,0,0,16,0,0,0,0
Albania,Category4,0,0,0,0,0,0,0,0,8.5,0,0,0,0
Albania,Category5,0,0,0,0,0,0,0,0,31.7,0,0,0,0
Albania,Category6,0,0,0,0,0,0,0,0,32.4,0,0,0,0
Albania,Category7,0,0,0,0,0,0,0,0,2.8,0,0,0,0
Albania,Category8,0,0,0,0,0,0,0,0,8.6,0,0,0,0
Albania,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Category10,0,0,0,0,0,0,0,0,48.3,0,0,0,0
Albania,Category11,0,0,0,0,0,0,0,0,24.6,0,0,0,0
Albania,Category12,0,0,0,0,0,0,0,0,53.4,0,0,0,0
Albania,Category13,0,0,0,0,0,0,0,0,31.5,0,0,0,0
Albania,Category14,0,0,0,0,0,0,0,0,56.8,0,0,0,0
Albania,Category15,0,0,0,0,0,0,0,0,67.5,0,0,0,0
Albania,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,Category1,0,0,0,0,0,36.5,0,0,0,0,0,0,0
Algeria,Category2,0,0,0,0,0,34.8,0,0,0,0,0,0,0
Algeria,Category3,0,0,0,0,0,21.6,0,0,0,0,0,0,0
Algeria,Category4,0,0,0,0,0,43.2,0,0,0,0,0,0,0
Algeria,Category5,0,0,0,0,0,6.9,0,0,0,0,0,0,0
Algeria,Category6,0,0,0,0,0,9,0,0,0,0,0,0,0
Algeria,Category7,0,0,0,0,0,8.5,0,0,0,0,0,0,0
Algeria,Category8,0,0,0,0,0,10.9,0,0,0,0,0,0,0
Algeria,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,Category10,0,0,0,0,0,44.3,0,0,0,0,0,0,0
Algeria,Category11,0,0,0,0,0,32.4,0,0,0,0,0,0,0
Algeria,Category12,0,0,0,0,0,46.4,0,0,0,0,0,0,0
Algeria,Category13,0,0,0,0,0,41.5,0,0,0,0,0,0,0
Algeria,Category14,0,0,0,0,0,30,0,0,0,0,0,0,0
Algeria,Category15,0,0,0,0,0,32.3,0,0,0,0,0,0,0
Algeria,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category1,0,0,0,0,0,0,0,0,0,0,0,27.8,0
Angola,Category2,0,0,0,0,0,0,0,0,0,0,0,27.1,0
Angola,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category1,47.1,47,48.3,48.5,48.8,48.4,48.7,49.8,49.8,50.5,51.2,51.6,51.6
Argentina,Category2,48.5,49.3,50.5,50.6,50.9,50.5,50.5,51.5,51.3,51.9,52.2,52.7,52.7
Argentina,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category2,51.6,42.8,47,45.8,46.7,46.1,45.8,44.7,46.4,45.7,45.4,42.8,45.1
Armenia,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category1,0,0,15.8,0,18.3,0,19.4,20.6,0,22.4,0,22.8,0
Austria,Category2,0,0,20.7,0,23.6,0,25.3,26.4,0,28.4,0,29,0
Austria,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category2,48.9,50,51.4,51.2,53,52.2,51.5,52,52.4,52.4,55.3,52.1,51.5
Azerbaijan,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category1,0,0,0,0,0,0,0,0,0,41,52.1,48.5,49
Bahrain,Category2,0,0,0,0,0,0,0,0,0,33.8,34.8,37.1,38.9
Bahrain,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category2,46.2,45.2,45.1,44,44.4,43.2,43.7,43.3,43.9,42.7,42.2,41.7,41.1
Belarus,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category1,25.5,25.6,27.1,27.8,28.7,29.5,30.4,30.7,31.9,31.6,31.7,31.7,0
Belgium,Category2,0,0,27.7,28.1,28.8,29.6,30.7,31.1,32.2,32.7,33.2,33.5,0
Belgium,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category2,0,0,0,0,0,0,0,25,30,33.3,41.5,50,46.3
Bermuda,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category2,38.8,39.6,0,0,0,0,0,0,0,63.2,62.7,0,0
Bolivia Plurinational State of,Category3,27,28,28,0,0,0,0,0,0,48.9,33.6,0,0
Bolivia Plurinational State of,Category4,20,22,22,0,0,0,0,0,0,19.5,19.7,0,0
Bolivia Plurinational State of,Category5,24,21,21,0,0,0,0,0,0,9.6,12.3,0,0
Bolivia Plurinational State of,Category6,13,14,14,0,0,0,0,0,0,9.2,13.4,0,0
Bolivia Plurinational State of,Category7,12,10,10,0,0,0,0,0,0,11.6,16.1,0,0
Bolivia Plurinational State of,Category8,4,5,5,0,0,0,0,0,0,1.6,4.8,0,0
Bolivia Plurinational State of,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia Plurinational State of,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,Category1,0,0,0,0,0,0,0,0,0,0,0,0,33.9
Bosnia and Herzegovina,Category2,0,0,0,0,0,0,0,0,0,0,0,0,34.5
Bosnia and Herzegovina,Category3,0,0,0,0,0,0,0,0,0,0,0,0,10.2
Bosnia and Herzegovina,Category4,0,0,0,0,0,0,0,0,0,0,0,0,45.9
Bosnia and Herzegovina,Category5,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Bosnia and Herzegovina,Category6,0,0,0,0,0,0,0,0,0,0,0,0,19.6
Bosnia and Herzegovina,Category7,0,0,0,0,0,0,0,0,0,0,0,0,8.3
Bosnia and Herzegovina,Category8,0,0,0,0,0,0,0,0,0,0,0,0,12.9
Bosnia and Herzegovina,Category9,0,0,0,0,0,0,0,0,0,0,0,0,1.7
Bosnia and Herzegovina,Category10,0,0,0,0,0,0,0,0,0,0,0,0,49.7
Bosnia and Herzegovina,Category11,0,0,0,0,0,0,0,0,0,0,0,0,28.7
Bosnia and Herzegovina,Category12,0,0,0,0,0,0,0,0,0,0,0,0,50
Bosnia and Herzegovina,Category13,0,0,0,0,0,0,0,0,0,0,0,0,43.4
Bosnia and Herzegovina,Category14,0,0,0,0,0,0,0,0,0,0,0,0,38
Bosnia and Herzegovina,Category15,0,0,0,0,0,0,0,0,0,0,0,0,21.4
Bosnia and Herzegovina,Category16,0,0,0,0,0,0,0,0,0,0,0,0,30
Botswana,Category1,0,0,0,0,0,0,0,0,0,0,0,0,26.6
Botswana,Category2,0,0,0,0,0,30.8,0,0,0,0,0,0,27.2
Botswana,Category3,0,0,0,0,0,0,0,0,0,0,0,0,35.9
Botswana,Category4,0,0,0,0,0,0,0,0,0,0,0,0,7.8
Botswana,Category5,0,0,0,0,0,0,0,0,0,0,0,0,18.3
Botswana,Category6,0,0,0,0,0,0,0,0,0,0,0,0,31.2
Botswana,Category7,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Botswana,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,Category9,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Botswana,Category10,0,0,0,0,0,0,0,0,0,0,0,0,29.8
Botswana,Category11,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Botswana,Category12,0,0,0,0,0,0,0,0,0,0,0,0,44.4
Botswana,Category13,0,0,0,0,0,0,0,0,0,0,0,0,15.3
Botswana,Category14,0,0,0,0,0,0,0,0,0,0,0,0,34.8
Botswana,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,Category16,0,0,0,0,0,0,0,0,0,0,0,0,25.1
Brazil,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category2,0,0,26.9,26.7,40.6,0,0,0,0,0,0,0,0
Brunei Darussalam,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Category1,45.9,46.1,47.2,47.3,47.2,46.5,45.4,47.8,48,48.4,50.2,49.9,49.6
Bulgaria,Category2,45.6,45.5,46.3,46.6,46.2,45.5,44.6,46.8,47,47.6,48.6,49.1,48.6
Bulgaria,Category3,30.6,34.4,33.1,30.6,30.5,31.9,30.3,29.2,28.2,27,32.1,32,27.8
Bulgaria,Category4,30.5,29,29.1,31.2,31.6,33.1,33.6,31.6,31.9,30,22.5,20.5,27
Bulgaria,Category5,12.5,8.2,8.5,9.1,8.6,7.4,7.6,10.5,9.9,9.7,9.9,11.7,11.9
Bulgaria,Category6,11,11.1,11.4,11.3,10.8,8.9,9.4,8.8,10.4,9.4,11.4,10.6,10.1
Bulgaria,Category7,5.5,7.7,8.2,8.2,9.2,9.3,9.7,10.6,11.1,13.3,12.7,13.2,12.9
Bulgaria,Category8,9.9,9.6,9.8,9.4,9.3,9.4,9.5,9.1,8.5,10.6,11.4,12,10.2
Bulgaria,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Category10,51.5,49,50.5,51.3,52.3,51.5,53.2,52.8,51.8,50.8,50.6,49.8,52.1
Bulgaria,Category11,32.7,33,32.7,35,34.6,33.6,29.2,33,33.7,34.4,33.1,32,31.7
Bulgaria,Category12,51.9,56.3,56.3,56.1,53.6,57.2,55,58.5,59.1,58.8,62.8,65.4,63
Bulgaria,Category13,49.2,45,48.6,50,51.5,49.9,51.6,52.4,54.7,54.3,53,52.9,56.9
Bulgaria,Category14,47.3,52.5,52.6,47.3,46.8,48.3,46.2,49.5,51.9,53,53,51.9,55.7
Bulgaria,Category15,57.5,62.5,65.3,63.4,63.4,61.1,62.7,63.7,62.8,61.8,65.4,61,59.8
Bulgaria,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,Category1,0,0,0,0,0,0,0,0,0,0,21.6,0,0
Burkina Faso,Category2,0,14.4,14.4,12.7,11.6,12.3,0,13.4,0,0,23.1,0,0
Burkina Faso,Category3,0,0,0,0,0,0,0,0,0,0,13.1,0,0
Burkina Faso,Category4,0,0,0,0,0,0,0,0,0,0,16.3,0,0
Burkina Faso,Category5,0,0,0,0,0,0,0,0,0,0,46.4,0,0
Burkina Faso,Category6,0,0,0,0,0,0,0,0,0,0,8.7,0,0
Burkina Faso,Category7,0,0,0,0,0,0,0,0,0,0,3.5,0,0
Burkina Faso,Category8,0,0,0,0,0,0,0,0,0,0,6.6,0,0
Burkina Faso,Category9,0,0,0,0,0,0,0,0,0,0,5.4,0,0
Burkina Faso,Category10,0,0,0,0,0,0,0,0,0,0,12.2,0,0
Burkina Faso,Category11,0,0,0,0,0,0,0,0,0,0,12.8,0,0
Burkina Faso,Category12,0,0,0,0,0,0,0,0,0,0,27.4,0,0
Burkina Faso,Category13,0,0,0,0,0,0,0,0,0,0,13.7,0,0
Burkina Faso,Category14,0,0,0,0,0,0,0,0,0,0,15.5,0,0
Burkina Faso,Category15,0,0,0,0,0,0,0,0,0,0,30.4,0,0
Burkina Faso,Category16,0,0,0,0,0,0,0,0,0,0,27.2,0,0
Burundi,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category2,0,0,0,0,0,0,0,0,0,13.8,15,14.5,0
Burundi,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
