"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2005","2005",14135
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2006","2006",15056
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2007","2007",15650
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2008","2008",15707
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2009","2009",15822
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2010","2010",15939
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2011","2011",16772
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2012","2012",18133
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","1997","1997",10531
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","1999","1999",12137
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2001","2001",14312
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2002","2002",15763
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2003","2003",15293
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2005","2005",16011
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2007","2007",16280
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2009","2009",19218
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2010","2010",20046
"20104","Total R&D personnel (FTE) - Female","DNK","Denmark","2011","2011",20181
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","1997","1997",109018
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","1999","1999",114929
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2001","2001",121132
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2003","2003",119740
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2005","2005",122052
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2007","2007",131148
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2009","2009",143553
"20104","Total R&D personnel (FTE) - Female","DEU","Germany","2011","2011",157439
"20104","Total R&D personnel (FTE) - Female","GRC","Greece","1999","1999",11676
"20104","Total R&D personnel (FTE) - Female","GRC","Greece","2001","2001",10971
"20104","Total R&D personnel (FTE) - Female","GRC","Greece","2003","2003",11082
"20104","Total R&D personnel (FTE) - Female","GRC","Greece","2005","2005",12291
"20104","Total R&D personnel (FTE) - Female","GRC","Greece","2011","2011",15472
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2006","2006",10797
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2007","2007",10504
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2008","2008",10985
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2009","2009",11555
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2010","2010",12023
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2011","2011",12528
"20104","Total R&D personnel (FTE) - Female","HUN","Hungary","2012","2012",12778
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","1999","1999",851
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2001","2001",1138
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2003","2003",1144
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2005","2005",1265
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2006","2006",1311
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2007","2007",1120
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2008","2008",1170
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2009","2009",1375
"20104","Total R&D personnel (FTE) - Female","ISL","Iceland","2011","2011",1250
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2002","2002",3860
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2003","2003",4218
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2004","2004",4632
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2005","2005",4919
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2006","2006",5333
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2007","2007",5783
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2008","2008",6278
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2009","2009",6494
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2010","2010",6529
"20104","Total R&D personnel (FTE) - Female","IRL","Ireland","2011","2011",6567
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2003","2003",53440
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2004","2004",55348
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2005","2005",61048
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2006","2006",66870
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2007","2007",72804
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2008","2008",74588
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2009","2009",78147
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2010","2010",77527
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2011","2011",78726
"20104","Total R&D personnel (FTE) - Female","ITA","Italy","2012","2012",83630
"20104","Total R&D personnel (FTE) - Female","KOR","Republic of Korea","1998","1998",17069
"20104","Total R&D personnel (FTE) - Female","LUX","Luxembourg","2005","2005",900
"20104","Total R&D personnel (FTE) - Female","LUX","Luxembourg","2009","2009",1356
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2001","2001",10045
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2002","2002",10833
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2003","2003",11621
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2004","2004",11641
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2005","2005",11661
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2006","2006",13359
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2007","2007",15058
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2008","2008",20623
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2009","2009",20905
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2010","2010",20550
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2011","2011",21311
"20104","Total R&D personnel (FTE) - Female","PRT","Portugal","2012","2012",20680
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","1996","1996",7163
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","1997","1997",6998
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","1998","1998",7277
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","1999","1999",6691
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2000","2000",6823
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2001","2001",6534
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2002","2002",6163
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2003","2003",6114
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2004","2004",6423
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2005","2005",6372
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2006","2006",6782
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2007","2007",6886
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2008","2008",7021
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2009","2009",7134
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2010","2010",8012
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2011","2011",7930
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2012","2012",7773
"20104","Total R&D personnel (FTE) - Female","SVK","Slovakia","2013","2013",7338
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","1997","1997",28398
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","1999","1999",33399
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2001","2001",42424
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2002","2002",48396
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2003","2003",55256
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2004","2004",60511
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2005","2005",66020
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2006","2006",72171
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2007","2007",78169
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2008","2008",84400
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2009","2009",88247
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2010","2010",88870
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2011","2011",86305
"20104","Total R&D personnel (FTE) - Female","ESP","Spain","2012","2012",83682
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","1997","1997",18048
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","1999","1999",19116
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2001","2001",20915
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2003","2003",13243
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2005","2005",22574
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2007","2007",22002
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2009","2009",22470
"20104","Total R&D personnel (FTE) - Female","SWE","Sweden","2011","2011",23315
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2001","2001",9471
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2002","2002",9137
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2003","2003",12444
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2004","2004",13129
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2005","2005",15347
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2006","2006",16772
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2007","2007",19491
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2008","2008",20527
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2009","2009",22211
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2010","2010",24348
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2011","2011",27506
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2012","2012",31626
"20104","Total R&D personnel (FTE) - Female","TUR","Turkey","2013","2013",34246
"20104","Total R&D personnel (FTE) - Female","ALB","Albania","2008","2008",382
"20104","Total R&D personnel (FTE) - Female","DZA","Algeria","2005","2005",2449
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","1996","1996",13788
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","1997","1997",10078
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","1998","1998",10148
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","1999","1999",8374
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2000","2000",8106
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2001","2001",7907
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2002","2002",8106
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2003","2003",8225
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2004","2004",8249
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2005","2005",8278
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2006","2006",8315
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2007","2007",8760
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2008","2008",8874
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2009","2009",9535
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2010","2010",8867
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2011","2011",9049
"20104","Total R&D personnel (FTE) - Female","BGR","Bulgaria","2012","2012",8874
"20104","Total R&D personnel (FTE) - Female","BFA","Burkina Faso","2010","2010",538
"20104","Total R&D personnel (FTE) - Female","KHM","Cambodia","2002","2002",112,"+","National Estimation"
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2007","2007",3412
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2008","2008",3937
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2009","2009",3812
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2010","2010",4202
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2011","2011",4641
"20104","Total R&D personnel (FTE) - Female","CHL","Chile","2012","2012",5299
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","1999","1999",4602
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2000","2000",5289
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2001","2001",5223
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2002","2002",6481
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2003","2003",4779
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2004","2004",5533
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2005","2005",4489
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2006","2006",4636
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2007","2007",5121
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2008","2008",5401
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2009","2009",5575
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2010","2010",5533
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2011","2011",5398
"20104","Total R&D personnel (FTE) - Female","HRV","Croatia","2012","2012",5302
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","1998","1998",193
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","1999","1999",255
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2000","2000",247
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2001","2001",258
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2002","2002",312
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2003","2003",350
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2004","2004",397
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2005","2005",442
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2006","2006",465
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2007","2007",472
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2008","2008",464
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2009","2009",516
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2010","2010",527
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2011","2011",530
"20104","Total R&D personnel (FTE) - Female","CYP","Cyprus","2012","2012",510
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","1998","1998",2335
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","1999","1999",2346
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2000","2000",1815
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2001","2001",1811
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2002","2002",1974
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2003","2003",2028
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2004","2004",2248
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2005","2005",1896
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2006","2006",1994
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2007","2007",2165
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2008","2008",2098
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2009","2009",2377
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2010","2010",2303
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2011","2011",2532
"20104","Total R&D personnel (FTE) - Female","EST","Estonia","2012","2012",2643
"20104","Total R&D personnel (FTE) - Female","ETH","Ethiopia","2005","2005",443
"20104","Total R&D personnel (FTE) - Female","ETH","Ethiopia","2013","2013",2629
"20104","Total R&D personnel (FTE) - Female","FRO","Faeroe Islands","2003","2003",36
"20104","Total R&D personnel (FTE) - Female","GHA","Ghana","2007","2007",310
"20104","Total R&D personnel (FTE) - Female","GHA","Ghana","2010","2010",636
"20104","Total R&D personnel (FTE) - Female","GRL","Greenland","2001","2001",12,"+","National Estimation"
"20104","Total R&D personnel (FTE) - Female","GRL","Greenland","2002","2002",10,"+","National Estimation"
"20104","Total R&D personnel (FTE) - Female","GRL","Greenland","2003","2003",12,"+","National Estimation"
"20104","Total R&D personnel (FTE) - Female","GRL","Greenland","2004","2004",11
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2005","2005",191
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2006","2006",191
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2007","2007",417
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2008","2008",438
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2009","2009",423
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2010","2010",387
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2011","2011",392
"20104","Total R&D personnel (FTE) - Female","GTM","Guatemala","2012","2012",401
"20104","Total R&D personnel (FTE) - Female","IND","India","1998","1998",37673
"20104","Total R&D personnel (FTE) - Female","IND","India","2000","2000",41198
"20104","Total R&D personnel (FTE) - Female","IND","India","2005","2005",61050
"20104","Total R&D personnel (FTE) - Female","IND","India","2010","2010",66302
"20104","Total R&D personnel (FTE) - Female","IRQ","Iraq","2007","2007",5134
"20104","Total R&D personnel (FTE) - Female","IRQ","Iraq","2008","2008",5528
"20104","Total R&D personnel (FTE) - Female","IRQ","Iraq","2009","2009",6014
"20104","Total R&D personnel (FTE) - Female","IRQ","Iraq","2010","2010",6357
"20104","Total R&D personnel (FTE) - Female","IRQ","Iraq","2011","2011",6564
"20104","Total R&D personnel (FTE) - Female","KEN","Kenya","2007","2007",1048
"20104","Total R&D personnel (FTE) - Female","KEN","Kenya","2010","2010",16620
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2007","2007",290
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2008","2008",314
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2009","2009",320
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2010","2010",320
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2011","2011",346
"20104","Total R&D personnel (FTE) - Female","KWT","Kuwait","2012","2012",331
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","1996","1996",2415
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","1997","1997",2135
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","1998","1998",2202
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","1999","1999",2212
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2000","2000",2803
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2001","2001",3102
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2002","2002",2928
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2003","2003",2721
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2004","2004",2881
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2005","2005",2784
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2006","2006",3202
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2007","2007",3320
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2008","2008",3463
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2009","2009",2837
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2010","2010",2663
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2011","2011",2872
"20104","Total R&D personnel (FTE) - Female","LVA","Latvia","2012","2012",3002
"20104","Total R&D personnel (FTE) - Female","LSO","Lesotho","2002","2002",7
"20104","Total R&D personnel (FTE) - Female","LSO","Lesotho","2003","2003",8
"20104","Total R&D personnel (FTE) - Female","LSO","Lesotho","2004","2004",18
"20104","Total R&D personnel (FTE) - Female","LSO","Lesotho","2009","2009",30
"20104","Total R&D personnel (FTE) - Female","LSO","Lesotho","2011","2011",5
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2000","2000",5772
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2001","2001",6386
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2002","2002",5101
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2003","2003",5195
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2004","2004",5527
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2005","2005",5925
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2006","2006",6133
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2007","2007",6661
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2008","2008",6817
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2009","2009",6545
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2010","2010",6535
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2011","2011",5799
"20104","Total R&D personnel (FTE) - Female","LTU","Lithuania","2012","2012",5511
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","1997","1997",801
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","1998","1998",924
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","1999","1999",897
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2000","2000",899
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2001","2001",816
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2002","2002",768
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2003","2003",750
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2004","2004",749
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2005","2005",750
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2006","2006",708
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2007","2007",724
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2008","2008",695
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2009","2009",633
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2010","2010",831
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2011","2011",644
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2012","2012",958
"20104","Total R&D personnel (FTE) - Female","MKD","The former Yugoslav Republic of Macedonia","2013","2013",808
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2001","2001",557
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2002","2002",546
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2003","2003",533
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2004","2004",682
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2005","2005",526
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2006","2006",546
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2007","2007",569
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2008","2008",568
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2009","2009",566
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2010","2010",635
"20104","Total R&D personnel (FTE) - Female","MDG","Madagascar","2011","2011",655
"20104","Total R&D personnel (FTE) - Female","MWI","Malawi","2007","2007",331
"20104","Total R&D personnel (FTE) - Female","MWI","Malawi","2010","2010",305
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","1998","1998",1838
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2000","2000",3060
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2002","2002",3561
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2004","2004",6467
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2006","2006",5110
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2008","2008",8813
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2009","2009",16527
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2010","2010",22771
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2011","2011",25859
"20104","Total R&D personnel (FTE) - Female","MYS","Malaysia","2012","2012",28781
"20104","Total R&D personnel (FTE) - Female","MLI","Mali","2006","2006",83
"20104","Total R&D personnel (FTE) - Female","MLI","Mali","2010","2010",140
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2004","2004",190
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2005","2005",206
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2006","2006",218
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2007","2007",205
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2008","2008",244
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2009","2009",240
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2010","2010",279
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2011","2011",337
"20104","Total R&D personnel (FTE) - Female","MLT","Malta","2012","2012",391
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2008","2008",2337
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2009","2009",2403
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2010","2010",2233
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2011","2011",2297
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2012","2012",2274
"20104","Total R&D personnel (FTE) - Female","MDA","Republic of Moldova","2013","2013",2162
"20104","Total R&D personnel (FTE) - Female","MCO","Monaco","2004","2004",9
"20104","Total R&D personnel (FTE) - Female","MCO","Monaco","2005","2005",10
"20104","Total R&D personnel (FTE) - Female","MAR","Morocco","2006","2006",6193
"20104","Total R&D personnel (FTE) - Female","MAR","Morocco","2007","2007",6462
"20104","Total R&D personnel (FTE) - Female","MAR","Morocco","2008","2008",7213
"20104","Total R&D personnel (FTE) - Female","MAR","Morocco","2010","2010",8587
"20104","Total R&D personnel (FTE) - Female","MAR","Morocco","2011","2011",9648
"20104","Total R&D personnel (FTE) - Female","NGA","Nigeria","2007","2007",3015
"20104","Total R&D personnel (FTE) - Female","PSE","Palestine","2007","2007",216
"20104","Total R&D personnel (FTE) - Female","PAK","Pakistan","2005","2005",3102
"20104","Total R&D personnel (FTE) - Female","PAK","Pakistan","2007","2007",7435
"20104","Total R&D personnel (FTE) - Female","PAK","Pakistan","2009","2009",8000
"20104","Total R&D personnel (FTE) - Female","PAK","Pakistan","2011","2011",7605
"20104","Total R&D personnel (FTE) - Female","PAK","Pakistan","2013","2013",11997
"20104","Total R&D personnel (FTE) - Female","PHL","Philippines","2003","2003",4738
"20104","Total R&D personnel (FTE) - Female","PHL","Philippines","2005","2005",4354
"20104","Total R&D personnel (FTE) - Female","PHL","Philippines","2007","2007",4310
"20104","Total R&D personnel (FTE) - Female","ROU","Romania","1996","1996",29985
"20104","Total R&D personnel (FTE) - Female","ROU","Romania","1997","1997",26602
