"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2007","2007",35334
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2008","2008",47882
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2009","2009",47097
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2010","2010",47616
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2011","2011",49604
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2012","2012",47554
"20000","Total R&D personnel (FTE) - Total ","PRT","Portugal","2013","2013",47931
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","1996","1996",16613
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","1997","1997",16365
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","1998","1998",16461
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","1999","1999",14849
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2000","2000",15221
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2001","2001",14422
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2002","2002",13631
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2003","2003",13354
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2004","2004",14329
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2005","2005",14404
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2006","2006",15028
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2007","2007",15421
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2008","2008",15576
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2009","2009",15952
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2010","2010",18188
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2011","2011",18112
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2012","2012",18127
"20000","Total R&D personnel (FTE) - Total ","SVK","Slovakia","2013","2013",17166
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","1996","1996",87263
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","1997","1997",87150
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","1998","1998",97098
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","1999","1999",102237
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2000","2000",120618
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2001","2001",125750
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2002","2002",134258
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2003","2003",151487
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2004","2004",161933
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2005","2005",174773
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2006","2006",188978
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2007","2007",201108
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2008","2008",215676
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2009","2009",220777
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2010","2010",222022
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2011","2011",215079
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2012","2012",208831
"20000","Total R&D personnel (FTE) - Total ","ESP","Spain","2013","2013",203302
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","1997","1997",65495
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","1999","1999",66674
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2001","2001",72190
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2003","2003",72978
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2004","2004",72459
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2005","2005",77704
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2006","2006",78715
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2007","2007",75318
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2008","2008",79549
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2009","2009",76711
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2010","2010",77418
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2011","2011",77950
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2012","2012",81272
"20000","Total R&D personnel (FTE) - Total ","SWE","Sweden","2013","2013",80957
"20000","Total R&D personnel (FTE) - Total ","CHE","Switzerland","1996","1996",50155
"20000","Total R&D personnel (FTE) - Total ","CHE","Switzerland","2000","2000",52285
"20000","Total R&D personnel (FTE) - Total ","CHE","Switzerland","2004","2004",52250
"20000","Total R&D personnel (FTE) - Total ","CHE","Switzerland","2008","2008",62066
"20000","Total R&D personnel (FTE) - Total ","CHE","Switzerland","2012","2012",75476
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","1996","1996",21983
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","1997","1997",23432
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","1998","1998",22892
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","1999","1999",24267
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2000","2000",27003
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2001","2001",27698
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2002","2002",28964
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2003","2003",38308
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2004","2004",39960
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2005","2005",49251
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2006","2006",54444
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2007","2007",63377
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2008","2008",67244
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2009","2009",73521
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2010","2010",81792
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2011","2011",92801
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2012","2012",105122
"20000","Total R&D personnel (FTE) - Total ","TUR","Turkey","2013","2013",112969
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1996","1996",271580
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1997","1997",266719
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1998","1998",284489
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1999","1999",289945
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",288599
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",299205
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",308776
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",315846
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",318886
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",324917
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",334804
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",343855
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",342086
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",347486
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",350766
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",356258
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",356484
"20000","Total R&D personnel (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",362061
"20000","Total R&D personnel (FTE) - Total ","ALB","Albania","2008","2008",779
"20000","Total R&D personnel (FTE) - Total ","DZA","Algeria","2005","2005",7331
"20000","Total R&D personnel (FTE) - Total ","ASM","American Samoa","2002","2002",5
"20000","Total R&D personnel (FTE) - Total ","ASM","American Samoa","2003","2003",24
"20000","Total R&D personnel (FTE) - Total ","ASM","American Samoa","2004","2004",9
"20000","Total R&D personnel (FTE) - Total ","ASM","American Samoa","2005","2005",6
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","1997","1997",35974
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","1998","1998",36852
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","1999","1999",36939
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2000","2000",37515
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2001","2001",37444
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2002","2002",37413
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2003","2003",39393
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2004","2004",42454
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2005","2005",45361
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2006","2006",49359
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2007","2007",53187
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2008","2008",56987
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2009","2009",59683
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2010","2010",65761
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2011","2011",69693
"20000","Total R&D personnel (FTE) - Total ","ARG","Argentina","2012","2012",71872
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","1998","1998",790
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","1999","1999",800
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2000","2000",770
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2001","2001",1100
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2002","2002",1090
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2009","2009",2305
"20000","Total R&D personnel (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2010","2010",2497
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2003","2003",614
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2004","2004",688
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2005","2005",731
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2006","2006",1284
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2007","2007",1554
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2012","2012",1060
"20000","Total R&D personnel (FTE) - Total ","BIH","Bosnia and Herzegovina","2013","2013",1399
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2000","2000",133002
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2001","2001",135556
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2002","2002",138531
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2003","2003",155875
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2004","2004",179191
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2005","2005",196283
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2006","2006",203854
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2007","2007",214349
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2008","2008",225292
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2009","2009",245465
"20000","Total R&D personnel (FTE) - Total ","BRA","Brazil","2010","2010",266709
"20000","Total R&D personnel (FTE) - Total ","BRN","Brunei Darussalam","2002","2002",140
"20000","Total R&D personnel (FTE) - Total ","BRN","Brunei Darussalam","2003","2003",140
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","1996","1996",26158
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","1997","1997",18625
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","1998","1998",19116
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","1999","1999",16087
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2000","2000",15259
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2001","2001",14949
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2002","2002",15029
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2003","2003",15453
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2004","2004",15647
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2005","2005",15853
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2006","2006",16321
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2007","2007",16940
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2008","2008",17219
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2009","2009",18230
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2010","2010",16574
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2011","2011",16986
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2012","2012",16758
"20000","Total R&D personnel (FTE) - Total ","BGR","Bulgaria","2013","2013",17545
"20000","Total R&D personnel (FTE) - Total ","BFA","Burkina Faso","2010","2010",2049
"20000","Total R&D personnel (FTE) - Total ","KHM","Cambodia","2002","2002",494,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","CPV","Cape Verde","2001","2001",130
"20000","Total R&D personnel (FTE) - Total ","CPV","Cape Verde","2002","2002",151
"20000","Total R&D personnel (FTE) - Total ","CPV","Cape Verde","2011","2011",37
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2007","2007",11024
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2008","2008",12571
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2009","2009",10430
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2010","2010",11491
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2011","2011",13052
"20000","Total R&D personnel (FTE) - Total ","CHL","Chile","2012","2012",14631
"20000","Total R&D personnel (FTE) - Total ","CHN","China","1996","1996",804000
"20000","Total R&D personnel (FTE) - Total ","CHN","China","1997","1997",831200
"20000","Total R&D personnel (FTE) - Total ","CHN","China","1998","1998",755200
"20000","Total R&D personnel (FTE) - Total ","CHN","China","1999","1999",821700
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2000","2000",922131
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2001","2001",956482
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2002","2002",1035197
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2003","2003",1094831
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2004","2004",1152617
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2005","2005",1364799
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2006","2006",1502472
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2007","2007",1736155
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2008","2008",1965357
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2009","2009",2291252
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2010","2010",2553829
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2011","2011",2882903
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2012","2012",3246840
"20000","Total R&D personnel (FTE) - Total ","CHN","China","2013","2013",3532817
"20000","Total R&D personnel (FTE) - Total ","COG","Congo","1996","1996",269
"20000","Total R&D personnel (FTE) - Total ","COG","Congo","1997","1997",265
"20000","Total R&D personnel (FTE) - Total ","COG","Congo","1998","1998",242
"20000","Total R&D personnel (FTE) - Total ","COG","Congo","1999","1999",227
"20000","Total R&D personnel (FTE) - Total ","COG","Congo","2000","2000",217
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","1998","1998",7642
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","1999","1999",8827
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2000","2000",10399
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2001","2001",10043
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2002","2002",12960
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2003","2003",9148
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2004","2004",11162
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2005","2005",9270
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2006","2006",9516
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2007","2007",10124
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2008","2008",10583
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2009","2009",11015
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2010","2010",10859
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2011","2011",10622
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2012","2012",10368
"20000","Total R&D personnel (FTE) - Total ","HRV","Croatia","2013","2013",10448
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","1998","1998",564
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","1999","1999",681
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2000","2000",680
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2001","2001",690
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2002","2002",822
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2003","2003",922
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2004","2004",1017
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2005","2005",1157
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2006","2006",1226
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2007","2007",1244
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2008","2008",1201
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2009","2009",1266
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2010","2010",1302
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2011","2011",1297
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2012","2012",1241
"20000","Total R&D personnel (FTE) - Total ","CYP","Cyprus","2013","2013",1245
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","1996","1996",2305
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","1997","1997",1817
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","1998","1998",1888
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2006","2006",1248
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2007","2007",1193
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2008","2008",1926
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2009","2009",3175
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2010","2010",4769
"20000","Total R&D personnel (FTE) - Total ","ECU","Ecuador","2011","2011",4599
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","1998","1998",4600
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","1999","1999",4545
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2000","2000",3710
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2001","2001",3745
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2002","2002",4129
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2003","2003",4144
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2004","2004",4735
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2005","2005",4362
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2006","2006",4741
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2007","2007",5002
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2008","2008",5086
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2009","2009",5430
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2010","2010",5277
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2011","2011",5724
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2012","2012",5855
"20000","Total R&D personnel (FTE) - Total ","EST","Estonia","2013","2013",5858
"20000","Total R&D personnel (FTE) - Total ","ETH","Ethiopia","2005","2005",5112
"20000","Total R&D personnel (FTE) - Total ","ETH","Ethiopia","2007","2007",6051
"20000","Total R&D personnel (FTE) - Total ","ETH","Ethiopia","2010","2010",8282
"20000","Total R&D personnel (FTE) - Total ","ETH","Ethiopia","2013","2013",11501
"20000","Total R&D personnel (FTE) - Total ","FRO","Faeroe Islands","2003","2003",131
"20000","Total R&D personnel (FTE) - Total ","GHA","Ghana","2007","2007",1431
"20000","Total R&D personnel (FTE) - Total ","GHA","Ghana","2010","2010",3005
"20000","Total R&D personnel (FTE) - Total ","GRL","Greenland","2001","2001",35,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","GRL","Greenland","2002","2002",34,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","GRL","Greenland","2003","2003",41,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","GRL","Greenland","2004","2004",48
"20000","Total R&D personnel (FTE) - Total ","GUM","Guam","2003","2003",48
"20000","Total R&D personnel (FTE) - Total ","GUM","Guam","2004","2004",53
"20000","Total R&D personnel (FTE) - Total ","GUM","Guam","2005","2005",51
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2005","2005",851
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2006","2006",858
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2007","2007",1337
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2008","2008",1384
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2009","2009",1166
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2010","2010",876
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2011","2011",851
"20000","Total R&D personnel (FTE) - Total ","GTM","Guatemala","2012","2012",920
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","1998","1998",9022
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","1999","1999",10118
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2000","2000",9802
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2001","2001",11041
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2002","2002",12890
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2003","2003",16864
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2004","2004",18846
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2005","2005",22053
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2006","2006",22977
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2007","2007",23644
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2008","2008",22005
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2009","2009",23281
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2010","2010",24060
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2011","2011",24460
"20000","Total R&D personnel (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2012","2012",25264
"20000","Total R&D personnel (FTE) - Total ","IND","India","1996","1996",357172
"20000","Total R&D personnel (FTE) - Total ","IND","India","1998","1998",330492
"20000","Total R&D personnel (FTE) - Total ","IND","India","2000","2000",318443
"20000","Total R&D personnel (FTE) - Total ","IND","India","2005","2005",391149
"20000","Total R&D personnel (FTE) - Total ","IND","India","2010","2010",441126
"20000","Total R&D personnel (FTE) - Total ","IDN","Indonesia","2000","2000",56356
"20000","Total R&D personnel (FTE) - Total ","IDN","Indonesia","2001","2001",51544
"20000","Total R&D personnel (FTE) - Total ","IRQ","Iraq","2007","2007",13563
"20000","Total R&D personnel (FTE) - Total ","IRQ","Iraq","2008","2008",14604
"20000","Total R&D personnel (FTE) - Total ","IRQ","Iraq","2009","2009",15751
"20000","Total R&D personnel (FTE) - Total ","IRQ","Iraq","2010","2010",16857
"20000","Total R&D personnel (FTE) - Total ","IRQ","Iraq","2011","2011",17633
"20000","Total R&D personnel (FTE) - Total ","JOR","Jordan","1998","1998",23946
"20000","Total R&D personnel (FTE) - Total ","KEN","Kenya","2007","2007",4568
"20000","Total R&D personnel (FTE) - Total ","KEN","Kenya","2010","2010",42566
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","1997","1997",743
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","1998","1998",736
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","1999","1999",728
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2000","2000",721
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2001","2001",730
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2002","2002",744
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2003","2003",771
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2004","2004",786
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2005","2005",800
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2006","2006",812
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2007","2007",869
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2008","2008",809
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2009","2009",819
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2010","2010",829
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2011","2011",850
"20000","Total R&D personnel (FTE) - Total ","KWT","Kuwait","2012","2012",825
"20000","Total R&D personnel (FTE) - Total ","LAO","Lao People's Democratic Republic","2002","2002",268
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","1996","1996",4744
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","1997","1997",4437
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","1998","1998",4437
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","1999","1999",4301
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2000","2000",5449
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2001","2001",5476
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2002","2002",5294
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2003","2003",4858
